incident_id,server_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date
390,390,Server Down,P3,Resolved,Security Team,17,2025-11-15
391,391,Memory Utilization High,P3,Resolved,Database Team,9,2025-10-26
392,392,Disk Space Full,P3,In Progress,Database Team,13,2026-04-18
393,393,Qualys Agent Missing,P3,Closed,Windows Team,7,2026-05-28
394,394,Splunk Agent Down,P4,Resolved,Infrastructure Team,22,2026-02-03
395,395,Disk Space Full,P3,Open,Messaging Team,9,2026-05-05
396,396,Firewall Disabled,P4,Open,Security Team,31,2025-08-02
397,397,Application Not Responding,P3,Closed,Messaging Team,4,2026-01-05
398,398,Disk Space Full,P2,Closed,Database Team,7,2026-07-24
399,399,Splunk Agent Down,P2,Closed,Security Team,2,2025-10-11
400,400,Patch Failure,P3,Resolved,Infrastructure Team,15,2025-09-11
401,401,Disk Space Full,P2,Closed,Infrastructure Team,4,2025-10-27
402,402,Splunk Agent Down,P4,In Progress,Infrastructure Team,71,2025-08-11
403,403,Application Not Responding,P3,In Progress,Database Team,13,2026-03-18
404,404,CrowdStrike Offline,P3,In Progress,Windows Team,17,2026-03-23
405,405,Memory Utilization High,P3,Closed,Security Team,16,2026-06-02
406,406,Qualys Agent Missing,P3,Closed,Database Team,20,2026-02-20
407,407,Memory Utilization High,P3,Closed,Linux Team,19,2026-03-10
408,408,Splunk Agent Down,P2,Closed,Messaging Team,8,2026-03-15
409,409,CrowdStrike Offline,P4,Resolved,Windows Team,37,2026-07-24
410,410,Qualys Agent Missing,P2,In Progress,Messaging Team,8,2026-07-25
411,411,Application Not Responding,P3,Closed,Windows Team,13,2025-08-14
412,412,CrowdStrike Offline,P3,Resolved,Messaging Team,21,2026-01-31
413,413,Memory Utilization High,P4,Resolved,Security Team,64,2026-05-11
414,414,Splunk Agent Down,P4,In Progress,Security Team,49,2026-01-12
415,415,Splunk Agent Down,P1,Closed,Infrastructure Team,2,2026-04-09
416,416,Firewall Disabled,P4,Closed,Infrastructure Team,16,2026-02-22
417,417,Qualys Agent Missing,P4,Open,Linux Team,11,2025-09-01
418,418,Firewall Disabled,P4,Closed,Windows Team,67,2025-11-15
419,419,Patch Failure,P3,Resolved,Database Team,16,2026-04-08
420,420,Disk Space Full,P4,In Progress,Messaging Team,52,2025-07-27
421,421,Patch Failure,P4,In Progress,Infrastructure Team,18,2025-11-25
422,422,Memory Utilization High,P3,Closed,Security Team,19,2026-01-09
423,423,Patch Failure,P1,Closed,Database Team,2,2025-11-15
424,424,Firewall Disabled,P4,In Progress,Infrastructure Team,57,2025-11-25
425,425,Application Not Responding,P3,Closed,Linux Team,8,2026-04-02
426,426,Server Down,P3,Closed,Linux Team,4,2026-04-02
427,427,CrowdStrike Offline,P2,Resolved,Messaging Team,8,2026-02-11
428,428,Splunk Agent Down,P3,In Progress,Infrastructure Team,6,2026-02-08
429,429,Qualys Agent Missing,P3,Closed,Infrastructure Team,15,2026-06-02
430,430,Splunk Agent Down,P3,Resolved,Security Team,15,2025-09-10
431,431,Memory Utilization High,P4,Resolved,Windows Team,65,2026-04-16
432,432,Firewall Disabled,P4,Closed,Messaging Team,59,2026-03-10
433,433,Qualys Agent Missing,P4,Resolved,Messaging Team,17,2026-05-27
434,434,Firewall Disabled,P4,Closed,Security Team,25,2025-12-26
435,435,Disk Space Full,P3,Resolved,Infrastructure Team,5,2026-02-24
436,436,Patch Failure,P1,In Progress,Infrastructure Team,4,2026-03-17
437,437,Patch Failure,P3,Closed,Messaging Team,12,2025-08-06
438,438,CPU Utilization High,P4,Resolved,Security Team,49,2026-04-19
439,439,Patch Failure,P4,Resolved,Database Team,42,2025-08-05
440,440,Qualys Agent Missing,P4,Closed,Linux Team,43,2026-01-24
441,441,Application Not Responding,P4,Closed,Infrastructure Team,71,2026-05-13
442,442,Disk Space Full,P4,Closed,Linux Team,51,2025-09-09
443,443,Qualys Agent Missing,P2,Closed,Infrastructure Team,5,2025-09-18
444,444,CPU Utilization High,P2,Resolved,Infrastructure Team,8,2026-02-12
445,445,CPU Utilization High,P1,In Progress,Security Team,2,2025-08-07
446,446,Firewall Disabled,P3,Resolved,Linux Team,6,2026-01-03
447,447,Disk Space Full,P3,Closed,Messaging Team,6,2026-03-09
448,448,Disk Space Full,P4,In Progress,Messaging Team,10,2026-04-14
449,449,Splunk Agent Down,P2,Closed,Messaging Team,8,2025-08-08
450,450,Firewall Disabled,P4,Resolved,Linux Team,48,2026-02-15
451,451,CrowdStrike Offline,P4,Closed,Linux Team,14,2025-08-26
452,452,CrowdStrike Offline,P4,In Progress,Infrastructure Team,20,2026-04-07
453,453,CPU Utilization High,P2,Open,Infrastructure Team,7,2025-09-08
454,454,Splunk Agent Down,P3,Closed,Infrastructure Team,14,2026-05-20
455,455,Qualys Agent Missing,P4,Resolved,Windows Team,26,2025-12-18
456,456,Firewall Disabled,P1,Closed,Messaging Team,2,2025-08-05
457,457,Disk Space Full,P2,Resolved,Infrastructure Team,3,2026-01-05
458,458,Application Not Responding,P2,Resolved,Infrastructure Team,3,2026-06-11
459,459,Memory Utilization High,P4,Open,Database Team,33,2026-03-22
460,460,Memory Utilization High,P4,Closed,Infrastructure Team,51,2025-08-20
461,461,Patch Failure,P4,Closed,Security Team,53,2025-11-17
462,462,Server Down,P4,Resolved,Database Team,32,2026-03-04
463,463,Qualys Agent Missing,P3,Resolved,Linux Team,9,2026-07-20
464,464,Server Down,P1,Closed,Database Team,4,2026-02-04
465,465,Patch Failure,P2,In Progress,Infrastructure Team,3,2025-10-31
466,466,Firewall Disabled,P3,Closed,Database Team,12,2026-06-02
467,467,CPU Utilization High,P4,Closed,Security Team,24,2026-04-24
468,468,Firewall Disabled,P3,Resolved,Windows Team,6,2026-01-17
469,469,Memory Utilization High,P3,In Progress,Windows Team,15,2025-12-15
470,470,Splunk Agent Down,P2,Resolved,Database Team,6,2026-02-17
471,471,Qualys Agent Missing,P3,Closed,Infrastructure Team,12,2025-09-30
472,472,Application Not Responding,P4,Closed,Infrastructure Team,32,2026-04-11
473,473,Patch Failure,P3,Closed,Infrastructure Team,12,2026-03-26
474,474,CrowdStrike Offline,P4,Closed,Security Team,71,2025-09-07
475,475,CPU Utilization High,P4,Resolved,Messaging Team,67,2025-11-30
476,476,CrowdStrike Offline,P4,Closed,Infrastructure Team,34,2026-02-10
477,477,Firewall Disabled,P4,Closed,Infrastructure Team,29,2025-09-09
478,478,Splunk Agent Down,P3,Resolved,Infrastructure Team,20,2025-10-11
479,479,Application Not Responding,P3,Resolved,Windows Team,24,2026-01-14
480,480,Memory Utilization High,P4,Resolved,Infrastructure Team,14,2025-08-05
481,481,Disk Space Full,P2,Closed,Messaging Team,8,2025-12-11
482,482,CrowdStrike Offline,P4,In Progress,Infrastructure Team,10,2025-09-10
483,483,Memory Utilization High,P4,Closed,Database Team,23,2026-04-16
484,484,Application Not Responding,P2,Closed,Windows Team,6,2025-12-16
485,485,Application Not Responding,P2,In Progress,Infrastructure Team,4,2026-06-17
486,486,Qualys Agent Missing,P3,Resolved,Linux Team,20,2025-09-19
487,487,Disk Space Full,P4,In Progress,Infrastructure Team,55,2025-10-02
488,488,Application Not Responding,P4,Closed,Windows Team,32,2026-07-11
489,489,Splunk Agent Down,P4,Resolved,Infrastructure Team,24,2026-04-18
490,490,Application Not Responding,P1,In Progress,Infrastructure Team,4,2026-07-18
491,491,Firewall Disabled,P4,Open,Infrastructure Team,42,2026-03-20
492,492,Splunk Agent Down,P4,Resolved,Infrastructure Team,19,2026-03-09
493,493,Qualys Agent Missing,P4,Resolved,Linux Team,20,2026-07-05
494,494,Patch Failure,P3,Open,Messaging Team,17,2025-12-13
495,495,CPU Utilization High,P3,Resolved,Security Team,17,2025-12-30
496,496,CrowdStrike Offline,P1,Resolved,Infrastructure Team,4,2025-09-13
497,497,Server Down,P4,Resolved,Infrastructure Team,42,2026-07-09
498,498,CPU Utilization High,P1,Closed,Windows Team,1,2025-10-24
499,499,Memory Utilization High,P3,Resolved,Messaging Team,4,2025-10-07
500,500,Memory Utilization High,P4,Resolved,Security Team,41,2026-06-26
501,501,Disk Space Full,P4,Resolved,Security Team,63,2026-03-04
502,502,Qualys Agent Missing,P3,Closed,Linux Team,4,2026-02-10
503,503,CPU Utilization High,P3,In Progress,Infrastructure Team,9,2025-09-30
504,504,Server Down,P4,Resolved,Linux Team,42,2026-05-30
505,505,Splunk Agent Down,P1,Resolved,Security Team,1,2026-03-07
506,506,Application Not Responding,P3,Closed,Windows Team,14,2025-11-05
507,507,Memory Utilization High,P4,In Progress,Messaging Team,57,2025-10-04
508,508,Application Not Responding,P4,Resolved,Infrastructure Team,66,2025-11-07
509,509,Qualys Agent Missing,P3,Open,Infrastructure Team,5,2026-04-20
510,510,Splunk Agent Down,P2,Closed,Security Team,5,2025-10-18
511,511,CrowdStrike Offline,P4,Closed,Security Team,39,2025-11-09
512,512,CPU Utilization High,P4,In Progress,Security Team,22,2025-09-17
513,513,Memory Utilization High,P3,Closed,Linux Team,6,2026-02-08
514,514,Application Not Responding,P4,Resolved,Windows Team,43,2026-01-02
515,515,Application Not Responding,P2,Resolved,Windows Team,8,2025-12-23
516,516,Qualys Agent Missing,P3,Closed,Database Team,19,2026-01-22
517,517,Server Down,P3,Resolved,Infrastructure Team,23,2026-06-24
518,518,Qualys Agent Missing,P4,In Progress,Messaging Team,42,2025-11-06
519,519,CPU Utilization High,P4,In Progress,Security Team,34,2026-06-01
520,520,Firewall Disabled,P3,Resolved,Infrastructure Team,21,2026-01-24
521,521,Server Down,P3,Resolved,Windows Team,14,2026-05-09
522,522,Patch Failure,P3,Closed,Infrastructure Team,18,2026-01-24
523,523,Patch Failure,P2,Resolved,Linux Team,5,2025-10-28
524,524,Disk Space Full,P2,In Progress,Windows Team,8,2025-12-11
525,525,Patch Failure,P3,Closed,Infrastructure Team,7,2026-04-09
526,526,CPU Utilization High,P4,Closed,Infrastructure Team,40,2025-08-17
527,527,Firewall Disabled,P3,Resolved,Windows Team,16,2026-04-24
528,528,CrowdStrike Offline,P3,Resolved,Database Team,24,2025-11-04
529,529,Disk Space Full,P4,Open,Windows Team,20,2025-09-24
530,530,CrowdStrike Offline,P1,In Progress,Security Team,3,2025-11-28
531,531,Patch Failure,P3,Open,Messaging Team,24,2025-11-30
532,532,CrowdStrike Offline,P1,In Progress,Infrastructure Team,4,2026-04-16
533,533,CrowdStrike Offline,P1,In Progress,Linux Team,2,2025-12-09
534,534,Disk Space Full,P4,Closed,Database Team,18,2025-09-27
535,535,Firewall Disabled,P3,Resolved,Database Team,19,2025-12-30
536,536,Splunk Agent Down,P4,Closed,Windows Team,22,2025-08-03
537,537,Disk Space Full,P4,Resolved,Linux Team,11,2025-11-15
538,538,Server Down,P3,Resolved,Messaging Team,5,2025-11-17
539,539,Server Down,P3,Resolved,Database Team,5,2026-06-23
540,540,Server Down,P2,Resolved,Infrastructure Team,2,2025-10-01
541,541,Application Not Responding,P3,In Progress,Infrastructure Team,15,2025-08-31
542,542,Patch Failure,P4,Resolved,Database Team,15,2026-02-27
543,543,Splunk Agent Down,P2,Closed,Messaging Team,8,2026-05-05
544,544,Disk Space Full,P4,In Progress,Database Team,46,2026-02-06
545,545,Memory Utilization High,P1,In Progress,Security Team,4,2026-04-24
546,546,Firewall Disabled,P3,Closed,Infrastructure Team,8,2026-07-10
547,547,CrowdStrike Offline,P3,Closed,Windows Team,22,2025-09-07
548,548,CrowdStrike Offline,P3,In Progress,Linux Team,18,2025-11-21
549,549,Qualys Agent Missing,P4,Open,Infrastructure Team,38,2026-07-05
550,550,Disk Space Full,P4,Closed,Infrastructure Team,34,2025-10-10
551,551,Server Down,P4,In Progress,Messaging Team,13,2026-01-19
552,552,Splunk Agent Down,P1,In Progress,Linux Team,2,2026-04-30
553,553,CrowdStrike Offline,P4,Closed,Windows Team,64,2026-05-26
554,554,Firewall Disabled,P4,Closed,Database Team,67,2026-06-22
555,555,Memory Utilization High,P3,Closed,Linux Team,11,2026-04-16
556,556,CPU Utilization High,P3,Resolved,Messaging Team,4,2026-02-07
557,557,Qualys Agent Missing,P4,Resolved,Windows Team,36,2026-05-14
558,558,Splunk Agent Down,P1,Resolved,Infrastructure Team,2,2026-07-23
559,559,Memory Utilization High,P2,Resolved,Infrastructure Team,5,2025-08-02
560,560,Disk Space Full,P4,Resolved,Linux Team,71,2026-04-12
561,561,CPU Utilization High,P3,In Progress,Messaging Team,24,2026-06-07
562,562,Server Down,P4,Resolved,Database Team,66,2025-08-07
563,563,Memory Utilization High,P4,Resolved,Database Team,39,2025-08-04
564,564,Server Down,P3,Closed,Infrastructure Team,22,2026-05-21
565,565,Server Down,P1,Resolved,Security Team,4,2026-02-03
566,566,CPU Utilization High,P3,Resolved,Messaging Team,22,2026-04-10
567,567,Memory Utilization High,P3,Closed,Messaging Team,13,2026-04-07
568,568,Memory Utilization High,P3,Closed,Infrastructure Team,22,2025-08-18
569,569,Server Down,P3,Closed,Database Team,14,2026-03-02
570,570,Server Down,P4,Closed,Linux Team,23,2026-04-25
571,571,Application Not Responding,P3,In Progress,Security Team,8,2025-12-16
572,572,Memory Utilization High,P3,Closed,Windows Team,10,2025-10-29
573,573,Disk Space Full,P4,Closed,Security Team,37,2025-11-17
574,574,CrowdStrike Offline,P3,In Progress,Database Team,15,2026-01-18
575,575,CPU Utilization High,P4,In Progress,Security Team,31,2025-12-15
576,576,Disk Space Full,P4,Resolved,Linux Team,50,2025-12-22
577,577,Disk Space Full,P2,Closed,Messaging Team,6,2025-11-27
578,578,Firewall Disabled,P3,Resolved,Database Team,14,2025-12-05
579,579,Qualys Agent Missing,P4,Closed,Messaging Team,27,2025-12-31
580,580,Patch Failure,P3,Closed,Messaging Team,16,2025-12-24
581,581,Splunk Agent Down,P3,Resolved,Database Team,14,2026-05-15
582,582,Splunk Agent Down,P4,Closed,Infrastructure Team,53,2026-01-18
583,583,Qualys Agent Missing,P3,Closed,Messaging Team,12,2026-07-15
584,584,Patch Failure,P3,Open,Linux Team,9,2025-08-04
585,585,Qualys Agent Missing,P4,Closed,Infrastructure Team,29,2026-06-16
586,586,CrowdStrike Offline,P3,Open,Messaging Team,16,2025-11-05
587,587,Splunk Agent Down,P3,Resolved,Windows Team,18,2025-08-04
588,588,Firewall Disabled,P1,Closed,Windows Team,2,2026-06-13
589,589,Splunk Agent Down,P4,In Progress,Messaging Team,59,2026-03-23
590,590,Patch Failure,P3,In Progress,Messaging Team,6,2025-10-11
591,591,Qualys Agent Missing,P3,In Progress,Infrastructure Team,24,2026-03-28
592,592,Splunk Agent Down,P4,In Progress,Infrastructure Team,67,2026-01-13
593,593,Patch Failure,P4,In Progress,Windows Team,67,2026-03-18
594,594,CPU Utilization High,P1,Closed,Infrastructure Team,4,2026-06-19
595,595,Memory Utilization High,P4,Resolved,Windows Team,50,2026-06-05
596,596,CrowdStrike Offline,P4,Closed,Database Team,54,2026-04-01
597,597,Server Down,P2,Resolved,Windows Team,8,2025-10-14
598,598,Qualys Agent Missing,P3,In Progress,Linux Team,23,2025-12-07
599,599,Qualys Agent Missing,P3,Closed,Infrastructure Team,21,2025-09-27
600,600,Server Down,P3,In Progress,Database Team,17,2026-07-01
601,601,Patch Failure,P4,Closed,Messaging Team,55,2025-11-27
602,602,Application Not Responding,P1,Closed,Messaging Team,1,2026-03-30
603,603,Disk Space Full,P3,Closed,Infrastructure Team,12,2025-09-11
604,604,Application Not Responding,P4,Closed,Security Team,48,2025-09-04
605,605,Disk Space Full,P4,Resolved,Linux Team,34,2026-06-11
606,606,CPU Utilization High,P2,In Progress,Database Team,8,2026-04-01
607,607,CrowdStrike Offline,P3,Closed,Security Team,7,2025-10-29
608,608,CrowdStrike Offline,P3,Closed,Messaging Team,9,2025-08-26
609,609,Memory Utilization High,P4,Resolved,Security Team,42,2026-04-27
610,610,Memory Utilization High,P4,Closed,Database Team,38,2026-01-20
611,611,CPU Utilization High,P4,In Progress,Linux Team,70,2025-11-21
612,612,CPU Utilization High,P4,Resolved,Linux Team,32,2025-12-12
613,613,Server Down,P3,Closed,Infrastructure Team,7,2026-01-15
614,614,Firewall Disabled,P3,Open,Security Team,12,2026-01-05
615,615,CPU Utilization High,P2,Closed,Infrastructure Team,2,2025-09-25
616,616,Firewall Disabled,P3,Open,Linux Team,23,2025-08-14
617,617,CrowdStrike Offline,P3,Open,Messaging Team,21,2026-03-19
618,618,Patch Failure,P4,Resolved,Database Team,60,2026-02-27
619,619,Server Down,P2,Closed,Messaging Team,3,2026-02-19
620,620,CrowdStrike Offline,P3,Closed,Infrastructure Team,8,2026-07-05
621,621,Server Down,P4,Closed,Infrastructure Team,23,2026-05-12
622,622,Memory Utilization High,P4,Closed,Infrastructure Team,37,2025-10-15
623,623,Server Down,P4,Closed,Infrastructure Team,47,2025-08-09
624,624,Disk Space Full,P4,Resolved,Messaging Team,26,2025-09-13
625,625,CPU Utilization High,P3,Closed,Infrastructure Team,11,2026-06-14
626,626,Firewall Disabled,P3,In Progress,Infrastructure Team,16,2025-08-31
627,627,Splunk Agent Down,P3,Closed,Windows Team,20,2026-01-21
628,628,Application Not Responding,P3,Open,Linux Team,5,2026-06-12
629,629,Patch Failure,P4,In Progress,Infrastructure Team,44,2026-04-03
630,630,Application Not Responding,P3,Resolved,Linux Team,15,2026-03-11
631,631,Server Down,P4,In Progress,Infrastructure Team,69,2025-12-25
632,632,CPU Utilization High,P1,Closed,Windows Team,4,2026-01-13
633,633,CrowdStrike Offline,P4,Resolved,Database Team,29,2026-05-10
634,634,Qualys Agent Missing,P2,Closed,Infrastructure Team,7,2026-07-03
635,635,Qualys Agent Missing,P3,Closed,Infrastructure Team,13,2025-08-01
636,636,Server Down,P1,Resolved,Infrastructure Team,3,2025-10-08
637,637,Memory Utilization High,P2,Closed,Database Team,2,2026-06-25
638,638,Patch Failure,P3,Closed,Security Team,17,2025-07-28
639,639,CrowdStrike Offline,P3,In Progress,Messaging Team,12,2025-10-03
640,640,Splunk Agent Down,P3,Closed,Infrastructure Team,9,2025-12-04
641,641,Splunk Agent Down,P3,Closed,Infrastructure Team,21,2026-07-02
642,642,Splunk Agent Down,P3,Closed,Infrastructure Team,21,2026-06-09
643,643,CrowdStrike Offline,P2,Resolved,Linux Team,3,2025-11-12
644,644,CPU Utilization High,P4,Closed,Linux Team,56,2025-08-09
645,645,CPU Utilization High,P3,Open,Windows Team,13,2026-05-31
646,646,Splunk Agent Down,P4,In Progress,Database Team,19,2025-12-26
647,647,Memory Utilization High,P3,Closed,Security Team,20,2025-11-10
648,648,Patch Failure,P2,Resolved,Security Team,8,2026-01-10
649,649,CPU Utilization High,P3,Closed,Infrastructure Team,18,2025-12-25
650,650,CPU Utilization High,P1,In Progress,Windows Team,3,2026-06-16
651,651,Server Down,P2,In Progress,Database Team,5,2025-09-29
652,652,Splunk Agent Down,P4,Resolved,Linux Team,17,2025-10-04
653,653,CPU Utilization High,P3,Closed,Security Team,24,2026-01-04
654,654,Application Not Responding,P2,Closed,Windows Team,4,2026-05-31
655,655,Disk Space Full,P3,Closed,Infrastructure Team,13,2026-07-24
656,656,Memory Utilization High,P2,Closed,Linux Team,4,2026-05-13
657,657,CPU Utilization High,P3,In Progress,Infrastructure Team,7,2026-01-19
658,658,Patch Failure,P3,Closed,Security Team,19,2026-04-06
659,659,Memory Utilization High,P4,Resolved,Infrastructure Team,11,2026-01-20
660,660,Server Down,P3,Resolved,Linux Team,15,2025-12-07
661,661,Patch Failure,P3,Resolved,Windows Team,17,2025-08-23
662,662,Firewall Disabled,P3,Resolved,Database Team,22,2025-08-10
663,663,CPU Utilization High,P4,Closed,Windows Team,65,2026-02-03
664,664,Splunk Agent Down,P3,In Progress,Linux Team,18,2026-06-24
665,665,Patch Failure,P2,Resolved,Infrastructure Team,3,2025-08-02
666,666,Application Not Responding,P2,Resolved,Linux Team,7,2025-10-12
667,667,Firewall Disabled,P3,In Progress,Security Team,22,2026-02-14
668,668,CrowdStrike Offline,P3,In Progress,Security Team,19,2025-07-26
