server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date,compliance_id,splunk_status,qualys_status,crowdstrike_status,firewall_status,patch_status,password_policy,compliance_score,compliance_status,performance_id,cpu_usage,memory_usage,disk_usage,uptime_days,vulnerability_id,critical_count,high_count,medium_count,low_count,risk_level,last_scan_date,incident_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date,total_vulnerabilities,vulnerability_risk_score,compliance_failure_count,performance_risk_count,incident_severity_score,resolution_delay_risk,server_risk_score
88,MAIL014,Windows Server 2019,UAT,Mail Server,Chennai,Messaging Team,2026-07-25,88,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,88,49,41,42,446,88,0,3,4,15,Low,2026-07-25,88,CPU Utilization High,P2,Resolved,Messaging Team,2,2025-11-22,22,32,1,0,3,0,57
89,AUTH008,RHEL 9,Production,Authentication Server,Bangalore,Security Team,2026-07-25,89,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,89,45,40,53,88,89,2,2,7,5,Low,2026-07-25,89,Qualys Agent Missing,P3,Closed,Security Team,10,2025-11-11,16,33,0,0,2,0,43
90,FILE010,Windows Server 2022,Production,File Server,Chennai,Windows Team,2026-07-25,90,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,90,27,37,94,516,90,0,3,5,14,Low,2026-07-25,90,Server Down,P2,In Progress,Windows Team,2,2026-01-04,22,33,0,1,3,0,53
91,DB016,Windows Server 2022,Production,Database Server,Chennai,Database Team,2026-07-25,91,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,91,63,93,79,116,91,5,7,5,20,Critical,2026-07-25,91,Splunk Agent Down,P4,Resolved,Database Team,63,2025-09-09,37,71,1,1,1,1,96
92,APP019,RHEL 9,Development,Application Server,Hyderabad,Infrastructure Team,2026-07-25,92,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,92,63,78,72,332,92,1,4,6,10,Low,2026-07-25,92,CrowdStrike Offline,P3,Resolved,Infrastructure Team,16,2025-12-20,21,38,0,0,2,0,48
93,AUTH009,Windows Server 2022,Production,Authentication Server,Hyderabad,Security Team,2026-07-25,93,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,93,35,45,39,645,93,0,4,8,10,Medium,2026-07-25,93,CrowdStrike Offline,P1,Resolved,Security Team,1,2025-08-04,22,38,0,1,4,0,63
94,AUTH010,Windows Server 2022,Testing,Authentication Server,Pune,Security Team,2026-07-25,94,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,94,53,49,30,542,94,2,3,3,5,Low,2026-07-25,94,Disk Space Full,P4,In Progress,Security Team,57,2026-03-04,13,28,0,0,1,1,38
95,DB017,Windows Server 2022,Testing,Database Server,Bangalore,Database Team,2026-07-25,95,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,95,79,89,81,332,95,1,6,10,23,High,2026-07-25,95,Qualys Agent Missing,P4,Closed,Database Team,66,2025-09-09,40,65,0,1,1,1,80
96,APP020,RHEL 8,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25,96,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,96,71,57,71,496,96,0,5,4,13,High,2026-07-25,96,CrowdStrike Offline,P3,Resolved,Infrastructure Team,14,2026-05-23,22,36,0,0,2,0,46
97,APP021,RHEL 9,Development,Application Server,Chennai,Infrastructure Team,2026-07-25,97,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,97,75,73,48,393,97,0,4,6,13,Low,2026-07-25,97,Server Down,P3,Resolved,Infrastructure Team,4,2026-03-06,23,37,0,0,2,0,47
98,API011,Windows Server 2019,Production,API Server,Chennai,Infrastructure Team,2026-07-25,98,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,98,61,65,48,148,98,1,1,5,13,Low,2026-07-25,98,CrowdStrike Offline,P1,Closed,Infrastructure Team,4,2026-01-06,20,30,0,0,4,0,50
99,DB018,RHEL 9,Production,Database Server,Hyderabad,Database Team,2026-07-25,99,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,99,84,83,82,692,99,5,3,19,14,Critical,2026-07-25,99,Application Not Responding,P2,Resolved,Database Team,5,2026-05-15,41,81,0,3,3,0,111
100,AUTH011,Windows Server 2022,UAT,Authentication Server,Chennai,Security Team,2026-07-25,100,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,100,37,68,31,689,100,0,4,6,4,Low,2026-07-25,100,CPU Utilization High,P4,Closed,Security Team,44,2026-05-21,14,28,1,1,1,1,53
101,AUTH012,RHEL 9,UAT,Authentication Server,Pune,Security Team,2026-07-25,101,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,101,56,63,25,683,101,2,1,6,12,Low,2026-07-25,101,CPU Utilization High,P2,In Progress,Security Team,6,2026-05-12,21,35,0,1,3,0,55
102,FILE011,Ubuntu 22.04,Testing,File Server,Bangalore,Windows Team,2026-07-25,102,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,102,30,34,93,721,102,1,2,2,14,Low,2026-07-25,102,Application Not Responding,P3,Resolved,Windows Team,19,2026-01-09,19,28,0,2,2,0,48
103,APP022,RHEL 9,Testing,Application Server,Chennai,Infrastructure Team,2026-07-25,103,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,103,46,57,44,691,103,2,2,6,15,Low,2026-07-25,103,Firewall Disabled,P4,Closed,Infrastructure Team,67,2026-05-15,25,41,0,1,1,1,56
104,WEB016,RHEL 8,Production,Web Server,Bangalore,Linux Team,2026-07-25,104,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,104,28,70,57,133,104,3,5,6,13,Critical,2026-07-25,104,Firewall Disabled,P3,Closed,Linux Team,11,2025-09-09,27,52,0,0,2,0,62
105,FILE012,Ubuntu 22.04,UAT,File Server,Chennai,Windows Team,2026-07-25,105,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,105,27,45,90,586,105,1,3,4,12,Low,2026-07-25,105,Disk Space Full,P3,In Progress,Windows Team,15,2025-11-08,20,33,1,1,2,0,58
106,FILE013,Windows Server 2022,UAT,File Server,Mumbai,Windows Team,2026-07-25,106,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,106,22,26,94,383,106,1,0,6,8,Low,2026-07-25,106,Server Down,P3,Open,Windows Team,15,2025-08-24,15,24,0,1,2,0,39
107,MAIL015,Ubuntu 22.04,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25,107,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,107,28,64,33,68,107,2,1,3,6,Low,2026-07-25,107,Application Not Responding,P3,Closed,Messaging Team,14,2026-06-07,12,23,0,0,2,0,33
108,AUTH013,RHEL 8,Testing,Authentication Server,Bangalore,Security Team,2026-07-25,108,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,108,42,68,49,150,108,2,3,6,4,Low,2026-07-25,108,Splunk Agent Down,P4,Resolved,Security Team,36,2025-12-18,15,33,0,0,1,1,43
109,MAIL016,RHEL 9,Development,Mail Server,Mumbai,Messaging Team,2026-07-25,109,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,109,30,52,63,126,109,0,1,7,10,Low,2026-07-25,109,Firewall Disabled,P2,Resolved,Messaging Team,4,2026-01-06,18,27,1,0,3,0,52
110,API012,Windows Server 2019,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,110,Running,Running,Stopped,Enabled,Outdated,Non-Compliant,55,Non-Compliant,110,73,70,43,631,110,2,3,8,6,Medium,2026-07-25,110,CrowdStrike Offline,P2,In Progress,Infrastructure Team,6,2025-08-23,19,39,3,1,3,0,89
111,MAIL017,Ubuntu 22.04,Production,Mail Server,Pune,Messaging Team,2026-07-25,111,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,111,51,55,45,319,111,0,4,3,11,Low,2026-07-25,111,Application Not Responding,P3,Resolved,Messaging Team,15,2026-03-15,18,29,0,0,2,0,39
112,APP023,RHEL 8,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25,112,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,112,62,54,64,8,112,1,5,12,16,High,2026-07-25,112,Splunk Agent Down,P3,Closed,Infrastructure Team,15,2026-03-05,34,59,1,0,2,0,79
113,WEB017,RHEL 9,Development,Web Server,Chennai,Linux Team,2026-07-25,113,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,113,49,51,40,4,113,1,1,15,13,Medium,2026-07-25,113,Qualys Agent Missing,P4,Resolved,Linux Team,34,2025-10-26,30,50,0,0,1,1,60
114,FILE014,RHEL 8,UAT,File Server,Hyderabad,Windows Team,2026-07-25,114,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,114,26,33,83,680,114,0,0,4,7,Low,2026-07-25,114,CrowdStrike Offline,P4,Closed,Windows Team,61,2026-01-10,11,15,0,1,1,1,30
115,API013,Ubuntu 22.04,Production,API Server,Chennai,Infrastructure Team,2026-07-25,115,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,115,48,74,60,180,115,2,1,9,12,Medium,2026-07-25,115,Splunk Agent Down,P2,Resolved,Infrastructure Team,6,2025-12-10,24,41,0,0,3,0,56
116,MAIL018,Windows Server 2022,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25,116,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,116,50,67,46,362,116,1,2,8,15,Medium,2026-07-25,116,Firewall Disabled,P4,In Progress,Messaging Team,62,2026-02-23,26,41,1,0,1,1,61
117,APP024,Ubuntu 22.04,UAT,Application Server,Mumbai,Infrastructure Team,2026-07-25,117,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,117,78,78,62,307,117,2,3,8,6,Medium,2026-07-25,117,Server Down,P4,Closed,Infrastructure Team,51,2025-12-27,19,39,0,0,1,1,49
118,MAIL019,RHEL 8,Production,Mail Server,Chennai,Messaging Team,2026-07-25,118,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,118,25,44,49,565,118,1,3,10,13,Medium,2026-07-25,118,Firewall Disabled,P3,Resolved,Messaging Team,8,2026-04-05,27,46,1,0,2,0,66
119,AUTH014,Windows Server 2022,Development,Authentication Server,Bangalore,Security Team,2026-07-25,119,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,119,58,49,36,698,119,2,1,8,9,Medium,2026-07-25,119,Application Not Responding,P3,Resolved,Security Team,17,2025-09-09,20,36,1,1,2,0,61
120,FILE015,Windows Server 2022,Testing,File Server,Hyderabad,Windows Team,2026-07-25,120,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,120,16,33,72,145,120,0,1,6,7,Low,2026-07-25,120,CPU Utilization High,P4,Resolved,Windows Team,59,2025-08-28,14,22,0,0,1,1,32
121,WEB018,RHEL 9,Testing,Web Server,Chennai,Linux Team,2026-07-25,121,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,121,31,57,25,723,121,3,3,13,15,Critical,2026-07-25,121,Disk Space Full,P3,Resolved,Linux Team,17,2026-01-08,34,62,0,1,2,0,77
122,APP025,Windows Server 2019,Testing,Application Server,Pune,Infrastructure Team,2026-07-25,122,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,122,73,63,52,183,122,1,3,8,6,Medium,2026-07-25,122,Patch Failure,P4,In Progress,Infrastructure Team,10,2026-04-16,18,35,1,0,1,0,50
123,MAIL020,RHEL 8,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25,123,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,123,31,62,48,124,123,2,3,9,9,Medium,2026-07-25,123,Patch Failure,P4,Open,Messaging Team,67,2025-09-21,23,44,1,0,1,1,64
124,APP026,Ubuntu 22.04,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25,124,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,124,79,69,52,259,124,0,2,11,10,Medium,2026-07-25,124,Splunk Agent Down,P4,In Progress,Infrastructure Team,50,2025-11-13,23,38,0,0,1,1,48
125,MAIL021,Windows Server 2019,Production,Mail Server,Mumbai,Messaging Team,2026-07-25,125,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,125,29,70,39,21,125,2,2,8,6,Medium,2026-07-25,125,Disk Space Full,P4,Open,Messaging Team,60,2025-09-30,18,36,0,0,1,1,46
126,FILE016,Ubuntu 22.04,UAT,File Server,Pune,Windows Team,2026-07-25,126,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,126,15,25,72,210,126,0,0,8,10,Medium,2026-07-25,126,Server Down,P1,Resolved,Windows Team,2,2026-07-03,18,26,0,0,4,0,46
127,API014,Ubuntu 22.04,Development,API Server,Chennai,Infrastructure Team,2026-07-25,127,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,127,46,42,54,510,127,2,3,5,15,Low,2026-07-25,127,CrowdStrike Offline,P3,Closed,Infrastructure Team,16,2026-01-19,25,42,0,0,2,0,52
128,MAIL022,RHEL 9,Production,Mail Server,Mumbai,Messaging Team,2026-07-25,128,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,128,48,56,56,54,128,2,4,6,9,Low,2026-07-25,128,Memory Utilization High,P4,Resolved,Messaging Team,15,2025-08-30,21,41,0,0,1,0,46
129,APP027,Windows Server 2022,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25,129,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,129,56,64,74,66,129,2,1,7,6,Low,2026-07-25,129,Application Not Responding,P3,Closed,Infrastructure Team,4,2026-03-19,16,31,1,0,2,0,51
130,FILE017,RHEL 9,Testing,File Server,Pune,Windows Team,2026-07-25,130,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,130,15,22,93,633,130,1,1,7,8,Low,2026-07-25,130,Qualys Agent Missing,P4,Resolved,Windows Team,50,2025-11-14,17,29,0,2,1,1,49
131,WEB019,Ubuntu 22.04,UAT,Web Server,Bangalore,Linux Team,2026-07-25,131,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,131,37,37,44,469,131,0,3,10,5,Medium,2026-07-25,131,Memory Utilization High,P4,Resolved,Linux Team,46,2025-09-09,18,34,0,0,1,1,44
132,MAIL023,Windows Server 2019,UAT,Mail Server,Mumbai,Messaging Team,2026-07-25,132,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,132,30,57,58,624,132,2,2,6,7,Low,2026-07-25,132,Firewall Disabled,P4,Resolved,Messaging Team,52,2026-03-12,17,33,1,1,1,1,58
133,FILE018,RHEL 8,UAT,File Server,Hyderabad,Windows Team,2026-07-25,133,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,133,20,50,73,39,133,0,0,5,9,Low,2026-07-25,133,Splunk Agent Down,P2,Closed,Windows Team,5,2025-09-26,14,19,0,0,3,0,34
134,MAIL024,RHEL 8,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25,134,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,134,48,67,56,77,134,2,4,2,7,Low,2026-07-25,134,Firewall Disabled,P3,Resolved,Messaging Team,8,2026-02-23,15,31,1,0,2,0,51
135,MAIL025,Windows Server 2019,UAT,Mail Server,Pune,Messaging Team,2026-07-25,135,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,135,54,66,62,441,135,2,2,7,15,Low,2026-07-25,135,CPU Utilization High,P3,In Progress,Messaging Team,5,2026-02-22,26,43,0,0,2,0,53
136,WEB020,RHEL 9,UAT,Web Server,Bangalore,Linux Team,2026-07-25,136,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,136,31,49,58,301,136,0,1,13,10,Medium,2026-07-25,136,Memory Utilization High,P4,Closed,Linux Team,45,2026-05-11,24,39,0,0,1,1,49
137,AUTH015,RHEL 8,Testing,Authentication Server,Hyderabad,Security Team,2026-07-25,137,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,137,32,51,32,179,137,1,2,3,10,Low,2026-07-25,137,Application Not Responding,P4,Open,Security Team,27,2026-03-06,16,26,0,0,1,1,36
138,FILE019,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25,138,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,138,16,43,82,628,138,1,0,8,13,Medium,2026-07-25,138,Application Not Responding,P2,Closed,Windows Team,2,2026-03-17,22,33,0,1,3,0,53
139,AUTH016,Ubuntu 22.04,UAT,Authentication Server,Pune,Security Team,2026-07-25,139,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,139,33,42,52,497,139,2,1,2,6,Low,2026-07-25,139,Memory Utilization High,P3,In Progress,Security Team,15,2026-04-20,11,21,1,0,2,0,41
140,WEB021,Windows Server 2022,UAT,Web Server,Chennai,Linux Team,2026-07-25,140,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,140,56,36,36,328,140,1,3,4,9,Low,2026-07-25,140,Patch Failure,P1,Closed,Linux Team,4,2026-03-12,17,30,0,0,4,0,50
141,WEB022,RHEL 8,UAT,Web Server,Mumbai,Linux Team,2026-07-25,141,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,141,30,66,32,278,141,0,6,14,16,High,2026-07-25,141,Patch Failure,P4,Closed,Linux Team,20,2025-07-30,36,62,0,0,1,0,67
142,MAIL026,RHEL 9,UAT,Mail Server,Hyderabad,Messaging Team,2026-07-25,142,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,142,52,44,62,441,142,0,4,8,15,Medium,2026-07-25,142,Disk Space Full,P3,Closed,Messaging Team,19,2026-06-10,27,43,1,0,2,0,63
143,API015,RHEL 9,Development,API Server,Mumbai,Infrastructure Team,2026-07-25,143,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,143,72,71,38,53,143,0,2,10,9,Medium,2026-07-25,143,Firewall Disabled,P3,Resolved,Infrastructure Team,21,2026-04-02,21,35,0,0,2,0,45
144,APP028,Windows Server 2019,Production,Application Server,Chennai,Infrastructure Team,2026-07-25,144,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,144,53,51,59,465,144,1,3,6,8,Low,2026-07-25,144,CrowdStrike Offline,P3,Closed,Infrastructure Team,11,2026-03-19,18,33,0,0,2,0,43
145,APP029,RHEL 9,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25,145,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,145,61,59,63,124,145,1,4,7,14,Low,2026-07-25,145,Disk Space Full,P4,In Progress,Infrastructure Team,18,2026-01-12,26,44,0,0,1,0,49
146,FILE020,RHEL 9,Production,File Server,Mumbai,Windows Team,2026-07-25,146,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,146,15,34,79,284,146,0,0,2,9,Low,2026-07-25,146,Firewall Disabled,P2,Resolved,Windows Team,4,2025-11-12,11,13,0,0,3,0,28
147,DB019,Ubuntu 22.04,UAT,Database Server,Mumbai,Database Team,2026-07-25,147,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,147,67,81,72,724,147,2,5,13,19,High,2026-07-25,147,Patch Failure,P4,Open,Database Team,51,2026-02-19,39,68,1,2,1,1,98
148,FILE021,RHEL 9,Testing,File Server,Bangalore,Windows Team,2026-07-25,148,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,148,29,25,83,292,148,0,2,6,6,Low,2026-07-25,148,Firewall Disabled,P1,In Progress,Windows Team,3,2025-12-13,14,24,0,0,4,0,44
149,FILE022,RHEL 9,Production,File Server,Pune,Windows Team,2026-07-25,149,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,149,25,28,83,299,149,1,0,2,9,Low,2026-07-25,149,Firewall Disabled,P3,Resolved,Windows Team,10,2025-09-01,12,17,1,0,2,0,37
150,AUTH017,RHEL 9,Production,Authentication Server,Pune,Security Team,2026-07-25,150,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,150,46,55,47,233,150,2,4,3,10,Low,2026-07-25,150,CrowdStrike Offline,P2,In Progress,Security Team,7,2025-10-18,19,36,0,0,3,0,51
151,API016,Windows Server 2022,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,151,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,151,80,54,52,521,151,0,4,7,13,Low,2026-07-25,151,Application Not Responding,P4,In Progress,Infrastructure Team,58,2025-10-30,24,39,0,0,1,1,49
152,AUTH018,RHEL 9,UAT,Authentication Server,Chennai,Security Team,2026-07-25,152,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,152,41,60,48,723,152,2,1,6,10,Low,2026-07-25,152,CPU Utilization High,P2,Closed,Security Team,3,2026-04-05,19,33,1,1,3,0,63
153,FILE023,Ubuntu 22.04,UAT,File Server,Bangalore,Windows Team,2026-07-25,153,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,153,10,50,75,609,153,1,1,5,7,Low,2026-07-25,153,Splunk Agent Down,P3,Closed,Windows Team,24,2025-09-29,14,24,0,1,2,0,39
154,MAIL027,Windows Server 2022,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25,154,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,154,52,62,49,357,154,2,2,2,6,Low,2026-07-25,154,CPU Utilization High,P3,Resolved,Messaging Team,12,2026-01-13,12,24,1,0,2,0,44
155,APP030,Windows Server 2022,Production,Application Server,Mumbai,Infrastructure Team,2026-07-25,155,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,155,74,57,67,499,155,1,5,4,11,High,2026-07-25,155,Qualys Agent Missing,P4,In Progress,Infrastructure Team,64,2025-12-14,21,38,0,0,1,1,48
156,API017,Windows Server 2019,Testing,API Server,Hyderabad,Infrastructure Team,2026-07-25,156,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,156,61,55,30,113,156,0,3,4,9,Low,2026-07-25,156,CrowdStrike Offline,P3,Closed,Infrastructure Team,12,2026-02-01,16,26,0,0,2,0,36
157,APP031,Windows Server 2022,Testing,Application Server,Bangalore,Infrastructure Team,2026-07-25,157,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,157,58,50,63,455,157,2,3,4,11,Low,2026-07-25,157,Patch Failure,P4,In Progress,Infrastructure Team,23,2026-01-07,20,36,1,0,1,0,51
158,API018,Ubuntu 22.04,Production,API Server,Bangalore,Infrastructure Team,2026-07-25,158,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,158,57,73,60,567,158,2,3,5,8,Low,2026-07-25,158,Application Not Responding,P2,Resolved,Infrastructure Team,5,2026-06-11,18,35,0,0,3,0,50
159,APP032,Windows Server 2022,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25,159,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,159,78,65,56,24,159,2,1,10,15,Medium,2026-07-25,159,Patch Failure,P3,Resolved,Infrastructure Team,23,2025-10-24,28,46,1,0,2,0,66
160,APP033,Ubuntu 22.04,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25,160,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,160,79,51,62,503,160,1,5,6,12,High,2026-07-25,160,Disk Space Full,P4,Resolved,Infrastructure Team,12,2025-08-09,24,43,0,0,1,0,48
161,WEB023,RHEL 8,Production,Web Server,Hyderabad,Linux Team,2026-07-25,161,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,161,27,60,40,184,161,1,6,13,20,High,2026-07-25,161,Disk Space Full,P2,Open,Linux Team,7,2025-12-27,40,68,1,0,3,0,93
162,MAIL028,RHEL 8,UAT,Mail Server,Bangalore,Messaging Team,2026-07-25,162,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,162,55,67,60,208,162,1,1,6,12,Low,2026-07-25,162,Splunk Agent Down,P2,Closed,Messaging Team,7,2025-07-27,20,31,1,0,3,0,56
163,AUTH019,Ubuntu 22.04,Testing,Authentication Server,Bangalore,Security Team,2026-07-25,163,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,163,60,69,53,561,163,0,3,7,6,Low,2026-07-25,163,CPU Utilization High,P4,Open,Security Team,64,2026-05-01,16,29,0,0,1,1,39
